Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Latitude,Longitude,Community Board,Council District,Census Tract,time_since_first,Borough_Bronx,Borough_Brooklyn,Borough_Manhattan,Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
8588,4398438,60717.0,60717.0,1981,1,100,83.2,89.1,6.4,0.7,138.8,3736743.7,40912.0,1316524.9,385851.3,320.6,198.5,122.2,60717.0,4438.9,73.11,132.7,40.885201,-73.858541,12.0,12.0,396.0,5607152.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11893,4395971,99000.0,99000.0,1929,1,100,88.9,,1.3,0.9,,8117081.1,86434.9,443336.6,130331.6,490.0,448.8,41.1,99000.0,,,102.6,40.577068,-73.962292,13.0,48.0,36002.0,3712965.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14036,2736009,61578.0,61578.0,1961,1,100,76.9,83.7,1.1,0.8,96.1,4488341.9,49153.5,246069.8,70471.2,261.2,238.4,22.8,61578.0,3876.6,62.95,89.1,,,,,,10714017.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12519,4952700,65000.0,75833.0,1939,1,100,68.1,72.4,2.8,0.6,95.5,4143493.8,44981.1,745276.0,209412.6,309.7,240.6,69.2,75833.0,1983.1,26.15,91.9,,,,,,5860320.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10222,3529543,111007.0,208039.0,2007,1,100,61.1,63.4,6.0,0.4,109.2,8402307.4,89450.4,4300561.3,1244276.4,845.4,446.3,399.1,208039.0,,,107.3,40.669284999999995,-73.895739,5.0,42.0,1156.0,5867312.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,3511649,143822.0,118614.0,2006,1,100,74.0,76.7,11.5,0.4,162.2,4065723.5,44634.2,4717626.8,1358508.6,653.7,216.0,437.8,118614.0,,,160.9,40.74878,-73.980092,6.0,4.0,80.0,2480926.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11397,3522892,71000.0,71000.0,1940,1,100,72.3,78.0,0.5,0.8,85.1,5025936.2,54288.5,109958.1,32226.9,277.2,267.0,10.2,71000.0,2688.7,37.87,79.2,40.611278999999996,-73.960634,14.0,48.0,542.0,1893346.0000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,2769835,56000.0,56000.0,1907,1,100,112.1,117.9,16.5,0.2,239.3,840813.0,8408.1,3144213.2,921516.1,509.1,217.3,291.8,56000.0,2507.5,44.78,233.4,40.747002,-73.985596,5.0,4.0,74.0,5375067.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4838,2639199,64272.0,68413.0,1938,1,100,57.1,61.2,4.1,0.5,93.3,3067274.2,33756.4,1013445.9,291064.9,257.0,162.9,94.0,71413.0,1963.0,27.49,89.7,,,,,,5714189.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,2383861,183000.0,164629.0,1959,1,100,103.0,110.0,6.5,0.1,159.1,2496846.4,24968.5,3925195.5,1150408.9,1367.1,1002.9,364.3,176129.0,10125.6,57.49,152.1,40.754111,-73.97056500000001,6.0,4.0,90.0,5896197.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9820,4945809,180012.0,195924.0,1916,1,100,74.6,77.8,10.4,0.4,155.6,7609251.9,83005.1,6996993.9,2032867.7,1053.5,404.2,649.3,195924.0,15399.4,78.6,152.9,40.710581,-73.966426,1.0,33.0,549.0,5860320.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8681,2859319,64490.0,53400.0,1925,1,100,60.7,,,,,2476700.0,,723098.5,,201.7,134.6,67.1,53400.0,,,92.0,40.879143,-73.906001,8.0,11.0,289.0,3695488.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13649,2775570,86565.0,91297.0,1920,1,100,79.6,84.7,1.3,0.8,98.3,7590099.8,81071.2,453106.7,132798.0,445.2,403.1,42.0,101024.0,3818.3,37.8,93.0,,,,,,5437443.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7817,4371475,59000.0,59000.0,1927,1,100,44.8,45.8,10.7,0.1,124.5,487057.0,5422.3,2158272.4,632553.4,226.2,25.9,200.3,59000.0,223.6,3.79,123.5,40.876938,-73.905737,8.0,14.0,283.0,5616705.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4353,2669693,101415.0,106915.0,1926,1,100,73.8,77.2,7.1,0.0,129.5,78020.0,800.2,2692265.2,762038.9,638.1,388.2,249.8,107645.0,2536.4,23.56,127.9,40.770140999999995,-73.961558,8.0,4.0,128.0,5894753.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11547,3121355,79920.0,79920.0,1938,1,100,12.1,,,,,,,910638.0,,100.5,16.0,84.5,93240.0,3631.8,38.95,33.1,40.600134000000004,-73.96544399999999,15.0,47.0,394.0,5884407.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10020,4574542,,51956.0,1923,1,75,47.2,46.3,13.6,,145.3,,,2453104.1,704442.8,227.6,0.0,227.6,51956.0,1172.0,22.56,148.3,,,,,,2494920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,2681180,493107.0,411534.0,1972,1,100,138.4,136.9,24.9,0.0,328.6,2342196.8,23422.0,43453701.3,12653563.9,5786.1,124.4,5661.6,508344.0,12476.9,24.54,331.3,40.756856,-73.985973,5.0,4.0,119.0,5610876.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7643,4952516,68430.0,72886.0,1923,1,95,90.2,96.2,5.8,0.8,142.2,5118812.6,55722.1,1455789.3,420985.9,407.0,271.9,135.1,72886.0,,,136.5,40.854936,-73.911096,5.0,14.0,24502.0,2939630.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7050,4047241,65000.0,69000.0,1937,1,95,109.8,,4.1,0.0,,299327.3,3067.3,1000945.3,282496.9,570.1,477.2,92.9,69000.0,8561.8,124.08,142.0,40.850302,-73.903942,5.0,15.0,23502.0,5891985.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5437,3111766,117370.0,80547.0,2005,1,100,139.4,139.6,26.4,0.5,335.2,4747895.0,48476.7,8930278.3,2596118.4,1080.9,252.2,828.7,98157.0,8875.7,90.42,336.5,40.803889,-73.966014,9.0,7.0,199.0,5867312.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14751,4389087,51552.0,51552.0,1937,1,100,122.4,130.9,4.2,1.2,167.6,5559089.8,60022.8,752737.8,218073.9,365.1,295.3,69.9,51552.0,1571.3,30.48,159.1,40.630241,-74.100342,1.0,49.0,59.0,5441673.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5548,4389688,224000.0,126850.0,2003,1,100,73.9,76.6,8.8,0.5,143.1,6226435.4,67065.5,4411102.8,1264605.9,740.1,330.7,409.3,143875.0,8343.8,57.99,141.7,40.805188,-73.95479399999999,10.0,9.0,218.0,5335724.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13857,2965375,186843.0,187274.0,1958,2,100,191.5,195.6,25.0,1.1,383.8,19467299.4,206340.5,16402166.5,4686528.3,2556.1,1034.0,1522.1,187274.0,,,384.2,,,,,,2329452.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8069,5244609,57500.0,57500.0,1926,1,100,77.6,81.0,3.5,0.1,107.1,289500.0,2895.0,716622.4,199025.9,341.9,275.4,66.5,57500.0,4362.8,75.88,105.1,40.874921,-73.876906,7.0,11.0,42901.0,5770560.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,1261466,1501878.0,1445610.0,1986,1,100,110.0,110.6,14.7,0.0,223.2,455351.5,4553.5,74611739.9,21867447.5,13616.4,24.2,13592.2,1485610.0,13880.6,9.34,222.2,40.711425,-74.01544200000001,1.0,1.0,31704.0,2224520.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13583,4994466,139068.0,120000.0,2008,1,100,57.1,,,,,3583426.5,,4974530.7,,652.0,190.3,461.6,150000.0,,,129.2,,,,,,5884407.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5846,2546299,62604.0,62604.0,1914,1,100,62.9,69.2,3.6,0.6,98.2,3173999.9,35646.8,766031.5,224511.0,239.7,168.6,71.1,62604.0,4546.3,72.62,91.7,40.830451000000004,-73.948254,9.0,7.0,237.0,5441988.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6338,2665143,107085.0,94500.0,1932,1,100,25.7,24.8,7.1,0.0,76.6,69189.8,691.9,2628383.4,743469.4,247.6,3.7,243.9,105000.0,5835.6,55.58,79.3,40.867413,-73.922024,12.0,10.0,295.0,5867312.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7806,3531709,55800.0,55800.0,1926,1,100,190.6,,,,,,,816248.0,,814.8,739.1,75.7,55800.0,,,223.6,40.884759,-73.89693,8.0,11.0,279.0,5884407.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5850,4412047,69876.0,69876.0,1908,1,100,41.8,41.8,6.8,0.0,91.8,99880.0,998.8,1622263.5,475458.2,245.0,94.5,150.5,69876.0,,,91.8,40.830684000000005,-73.947358,9.0,7.0,237.0,5611367.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10651,4926136,55426.0,64663.0,1940,1,100,130.5,130.5,3.4,1.2,161.4,7684200.0,76842.0,754273.8,221065.0,478.1,408.1,70.0,64663.0,2996.4,46.34,161.4,40.64682,-73.95934399999999,14.0,40.0,51001.0,5509286.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12532,4398059,214300.0,170708.0,1964,1,100,110.0,116.1,5.4,1.0,160.2,15476299.8,166853.9,3296073.3,916809.9,1127.9,822.0,305.9,170708.0,14491.3,84.89,155.8,,,,,,3101859.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7841,2669115,96250.0,96250.0,1950,1,100,53.5,53.0,2.6,0.4,74.2,4254527.2,42545.3,894401.9,249223.2,309.0,226.0,83.0,96250.0,2873.3,29.85,75.6,40.870405,-73.88313000000001,7.0,11.0,415.0,5184602.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,3116012,125040.0,120250.0,1925,1,100,63.4,69.4,5.7,0.2,112.6,2922100.0,29221.0,2449474.8,717899.9,574.4,347.1,227.3,125500.0,3647.5,29.06,106.5,40.781240000000004,-73.979703,7.0,6.0,161.0,5509286.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,2679451,126150.0,136070.0,1963,1,100,94.7,100.3,5.6,,157.8,,,2678659.5,765478.3,926.4,0.0,926.4,136070.0,,,152.1,40.711259999999996,-73.984533,3.0,1.0,202.0,5867312.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10658,2038302,175875.0,187823.0,1932,1,100,56.0,59.5,9.1,0.3,127.5,4528000.1,53336.0,5982785.3,1712653.4,795.7,240.5,555.2,187823.0,726.0,3.87,125.3,40.646023,-73.955359,14.0,40.0,792.0,5262670.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5395,4046132,95400.0,91500.0,1907,1,100,45.9,,7.9,0.1,,948906.7,9489.1,2513031.2,723136.2,339.3,106.1,233.2,91500.0,1718.0,18.78,105.3,40.797928000000006,-73.96938,7.0,7.0,187.0,1802004.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,2740670,315078.0,312078.0,1972,1,100,79.0,77.7,6.7,0.0,137.5,358850.0,3652.4,7503054.2,2086786.8,1829.3,19.1,1810.2,312078.0,,,141.4,40.760258,-73.964574,6.0,5.0,108.0,2402900.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14581,4508509,73860.0,63968.0,1961,1,100,93.4,93.4,5.9,0.7,140.4,4676800.1,46768.0,1296123.1,379871.9,368.7,248.4,120.3,63968.0,6744.3,105.43,140.4,,,,,,5490780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3506,4952816,99435.0,100435.0,1929,1,100,64.2,67.6,4.3,0.0,99.3,169242.4,1692.4,1495874.9,428067.5,502.4,363.6,138.8,100435.0,4634.6,46.15,96.6,40.786965,-73.979366,7.0,6.0,171.0,5860320.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,2606281,132491.0,125508.0,1903,1,80,56.6,59.4,10.6,0.2,137.7,2884490.0,32777.6,5038158.8,1476599.7,620.7,153.2,467.5,139895.0,,,134.7,40.736112,-73.99355200000001,5.0,3.0,54.0,5419967.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3457,4952193,64865.0,69025.0,1922,1,100,66.9,71.9,3.4,0.0,97.7,117090.6,1188.2,843800.8,237587.0,355.9,277.6,78.3,69025.0,3316.9,48.05,93.7,40.790442,-73.97670699999999,7.0,6.0,175.0,5860320.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,3112564,64449.0,66000.0,1989,1,100,87.9,93.4,7.4,0.7,150.5,4086902.9,45078.4,1715054.3,485132.5,376.2,217.1,159.2,66000.0,4198.8,63.62,146.6,40.75473,-73.997434,4.0,3.0,111.0,5607854.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8585,4387426,50934.0,50934.0,1930,1,100,107.7,114.1,4.5,1.0,152.2,4661799.9,50225.1,823052.8,231173.0,324.0,247.6,76.4,50934.0,5948.5,116.79,146.8,40.893156,-73.858972,12.0,12.0,420.0,3170231.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7046,2653899,60000.0,60000.0,1937,1,100,85.3,89.3,4.2,0.8,123.4,4245199.8,45048.7,873891.6,249542.7,306.6,225.5,81.1,60000.0,4922.9,82.05,120.0,40.849782,-73.905725,5.0,15.0,23502.0,3170231.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12977,2963409,138700.0,172590.0,1959,1,100,66.6,,3.4,0.6,,9092520.5,99937.0,2060363.2,582751.4,699.8,508.6,191.2,172590.0,5334.0,30.91,94.8,,,,,,5705067.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,4999059,190739.0,192738.0,1960,1,100,62.2,65.9,4.8,0.5,103.4,8828915.5,95456.9,3157433.6,925390.7,762.0,468.9,293.0,192738.0,13677.4,70.96,99.5,40.752223,-73.97,6.0,4.0,90.0,5867312.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10173,5734171,59723.0,59670.0,2014,1,100,44.7,47.2,2.2,0.4,65.0,2223637.0,23719.7,442845.1,129823.6,159.2,118.1,41.1,59670.0,2034.1,34.09,62.4,40.661243,-73.90859300000001,16.0,42.0,916.0,5204166.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13816,2961925,160200.0,150000.0,1954,1,100,1.8,1.9,0.6,,6.0,,,276034.2,84427.6,25.6,0.0,25.6,150000.0,2828.3,18.86,5.8,,,,,,5861548.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14789,4389085,65392.0,56375.0,1981,1,100,89.7,92.6,6.4,0.7,142.7,3790229.4,39953.2,1267141.4,359129.1,318.9,201.3,117.6,56375.0,3245.5,57.57,141.2,40.612716999999996,-74.098392,1.0,49.0,47.0,5441673.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,4376878,68206.0,69206.0,1926,1,100,52.9,55.5,8.6,0.3,119.4,1589050.1,18119.6,2069166.4,593800.0,276.4,84.4,192.0,69206.0,1289.9,18.64,118.0,40.741036,-73.99965,4.0,3.0,81.0,5867312.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3761,1231058,916586.0,685781.0,1982,1,95,67.5,66.7,18.8,0.0,203.9,2704833.1,27048.3,68003722.8,19670802.3,6455.7,143.7,6312.0,1047777.0,,,206.5,40.759838,-73.974165,5.0,4.0,102.0,6039582.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,5723422,122073.0,131463.0,1922,1,100,24.1,23.8,5.5,0.0,64.6,649400.0,6494.0,2524098.6,728523.5,268.7,34.5,234.2,131463.0,,,65.5,40.753637,-73.996882,4.0,3.0,111.0,5509286.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12466,2668240,65810.0,56344.0,1964,1,100,100.6,106.4,5.8,0.8,152.8,4359036.1,47222.2,1142664.0,325176.3,349.9,243.8,106.0,56344.0,5886.9,104.48,147.9,,,,,,5867312.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5288,3112128,58429.0,58430.0,1915,1,100,93.4,101.1,5.3,0.8,144.1,4364864.6,48425.0,1090608.8,311231.6,333.0,231.8,101.2,58430.0,3348.4,57.31,137.0,40.801109000000004,-73.95252099999999,10.0,9.0,216.0,2396375.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
